4040, 4039989170, 0, 0, 0
4111, 70955272, 0, 0, 0
11846, 3867635332, 0, 0, 0
12460, 614291991, 0, 0, 0
12606, 146269799, 0, 0, 0
12607, 440748, 1, 0, 0
15184, 2576879598, 0, 0, 0
15377, 193005205, 0, 0, 0
17292, 1915093561, 0, 0, 0
17292, 471244, 1, 0, 0
19148, 1855736257, 0, 0, 0
19149, 424571, 1, 0, 0
19249, 100312320, 0, 0, 0
19310, 30486063, 0, 0, 0
21728, 2417888999, 0, 0, 0
26098, 2184930217, 0, 0, 0
26186, 88541982, 0, 0, 0
26233, 46165103, 0, 0, 0
26233, 413360, 1, 0, 0
28351, 2118242028, 0, 0, 0
28352, 456712, 1, 0, 0
28403, 10142381, 0, 0, 0
28423, 391700, 1, 0, 0
28513, 11986581, 0, 0, 0
28523, 388101, 1, 0, 0
28604, 11285697, 0, 0, 0
28611, 382139, 1, 0, 0
28707, 10177103, 0, 0, 0
28760, 383636, 1, 0, 0
28810, 12850733, 0, 0, 0
28811, 394177, 1, 0, 0
28900, 11088502, 0, 0, 0
28900, 380885, 1, 0, 0
29010, 10760582, 0, 0, 0
29066, 383446, 1, 0, 0
29107, 10697560, 0, 0, 0
29107, 397028, 1, 0, 0
29201, 10322921, 0, 0, 0
29201, 380545, 1, 0, 0
29306, 10378347, 0, 0, 0
29317, 379260, 1, 0, 0
29406, 12363846, 0, 0, 0
29406, 387979, 1, 0, 0
29504, 10683898, 0, 0, 0
29517, 376232, 1, 0, 0
29608, 11302449, 0, 0, 0
29701, 11610162, 0, 0, 0
29741, 380382, 1, 0, 0
29806, 10497010, 0, 0, 0
29840, 395237, 1, 0, 0
29906, 11049780, 0, 0, 0
30005, 10887220, 0, 0, 0
30104, 11063583, 0, 0, 0
30205, 11209774, 0, 0, 0
30219, 389559, 1, 0, 0
30308, 10244361, 0, 0, 0
30398, 397012, 1, 0, 0
30410, 10085279, 0, 0, 0
30441, 378640, 1, 0, 0
30528, 14556631, 0, 0, 0
30540, 376567, 1, 0, 0
30609, 11368028, 0, 0, 0
30700, 11458390, 0, 0, 0
30721, 383320, 1, 0, 0
30809, 10717249, 0, 0, 0
30809, 377628, 1, 0, 0
30904, 9311704, 0, 0, 0
30938, 376879, 1, 0, 0
31006, 12666075, 0, 0, 0
31027, 381137, 1, 0, 0
31108, 11101458, 0, 0, 0
31130, 380792, 1, 0, 0
31211, 10020544, 0, 0, 0
31282, 383157, 1, 0, 0
31303, 9166580, 0, 0, 0
31328, 378486, 1, 0, 0
31406, 10107248, 0, 0, 0
31423, 383001, 1, 0, 0
31501, 11686635, 0, 0, 0
31543, 381691, 1, 0, 0
31601, 11002372, 0, 0, 0
31705, 11489645, 0, 0, 0
31726, 384694, 1, 0, 0
31806, 9926588, 0, 0, 0
31840, 381989, 1, 0, 0
31902, 10549207, 0, 0, 0
32009, 10627660, 0, 0, 0
32051, 382869, 1, 0, 0
32105, 10579386, 0, 0, 0
32179, 410405, 1, 0, 0
32202, 10715361, 0, 0, 0
32202, 381287, 1, 0, 0
32309, 10490862, 0, 0, 0
32328, 380636, 1, 0, 0
32402, 10066842, 0, 0, 0
32719, 63436476, 0, 0, 0
32789, 391589, 1, 0, 0
33889, 584669027, 0, 0, 0
33910, 10846755, 0, 0, 0
33940, 386125, 1, 0, 0
34004, 11632062, 0, 0, 0
34110, 11707956, 0, 0, 0
34206, 19251907, 0, 0, 0
34261, 402524, 1, 0, 0
34305, 10931421, 0, 0, 0
36709, 1201841222, 0, 0, 0
37056, 347016411, 0, 0, 0
37307, 251514067, 0, 0, 0
39500, 2192782752, 0, 0, 0
39677, 88543708, 0, 0, 0
44808, 5131432053, 0, 0, 0
45023, 214628253, 0, 0, 0
45024, 431050, 1, 0, 0
45102, 78562122, 0, 0, 0
49203, 4100733989, 0, 0, 0
49336, 133187434, 0, 0, 0
49510, 173770741, 0, 0, 0
49715, 205472305, 0, 0, 0
49716, 418621, 1, 0, 0
49813, 97374054, 0, 0, 0
55560, 5746821325, 0, 0, 0
55644, 83774741, 0, 0, 0
60463, 4819228483, 0, 0, 0
61620, 1157081445, 0, 0, 0
61632, 397808, 1, 0, 0
61714, 13242929, 0, 0, 0
61792, 379282, 1, 0, 0
61803, 11031488, 0, 0, 0
61804, 379447, 1, 0, 0
61926, 13331770, 0, 0, 0
61926, 379262, 1, 0, 0
62002, 12540992, 0, 0, 0
62049, 380383, 1, 0, 0
62109, 13256716, 0, 0, 0
62135, 390539, 1, 0, 0
62203, 10320428, 0, 0, 0
62222, 375300, 1, 0, 0
62309, 11486068, 0, 0, 0
62323, 368847, 1, 0, 0
62402, 15405605, 0, 0, 0
62439, 389738, 1, 0, 0
62508, 11724207, 0, 0, 0
62508, 379069, 1, 0, 0
62602, 13424134, 0, 0, 0
63479, 877165962, 0, 0, 0
63500, 10452737, 0, 0, 0
63514, 381052, 1, 0, 0
63604, 12830162, 0, 0, 0
63704, 11045860, 0, 0, 0
63704, 386783, 1, 0, 0
63804, 10766561, 0, 0, 0
64207, 57615765, 0, 0, 0
64615, 407375813, 0, 0, 0
64634, 381789, 1, 0, 0
64707, 13070142, 0, 0, 0
64718, 396232, 1, 0, 0
64809, 11194124, 0, 0, 0
64848, 380028, 1, 0, 0
64900, 10057086, 0, 0, 0
64928, 402428, 1, 0, 0
65011, 9899164, 0, 0, 0
65023, 371847, 1, 0, 0
65111, 10844626, 0, 0, 0
65182, 377303, 1, 0, 0
65203, 11395127, 0, 0, 0
65312, 12112883, 0, 0, 0
65360, 372898, 1, 0, 0
65401, 12709541, 0, 0, 0
65402, 381325, 1, 0, 0
65522, 11988809, 0, 0, 0
65523, 377740, 1, 0, 0
66173, 80945570, 0, 0, 0
66204, 10356014, 0, 0, 0
66215, 378308, 1, 0, 0
66302, 10714235, 0, 0, 0
66348, 376774, 1, 0, 0
66401, 10806736, 0, 0, 0
66401, 374197, 1, 0, 0
66504, 10256161, 0, 0, 0
66531, 407106, 1, 0, 0
66604, 9979159, 0, 0, 0
66605, 388554, 1, 0, 0
67389, 391933061, 0, 0, 0
67406, 8931376, 0, 0, 0
67440, 399534, 1, 0, 0
67507, 11038268, 0, 0, 0
67552, 389758, 1, 0, 0
67611, 11460632, 0, 0, 0
67646, 379178, 1, 0, 0
67700, 10984446, 0, 0, 0
67802, 11332445, 0, 0, 0
67826, 378690, 1, 0, 0
67924, 40510405, 0, 0, 0
70949, 1512394446, 0, 0, 0
71001, 10532704, 0, 0, 0
71014, 412590, 1, 0, 0
71109, 10533191, 0, 0, 0
71195, 384030, 1, 0, 0
71209, 9963558, 0, 0, 0
71236, 399356, 1, 0, 0
71309, 11001607, 0, 0, 0
