122, 73, 0, 0, 0
122, 16, 1, 0, 0
222, 200, 0, 0, 0
222, 70, 1, 0, 0
322, 180, 0, 0, 0
322, 50, 1, 0, 0
422, 160, 0, 0, 0
422, 50, 1, 0, 0
522, 150, 0, 0, 0
522, 60, 1, 0, 0
622, 151, 0, 0, 0
622, 40, 1, 0, 0
722, 190, 0, 0, 0
722, 50, 1, 0, 0
822, 210, 0, 0, 0
822, 110, 1, 0, 0
922, 200, 0, 0, 0
922, 20, 1, 0, 0
1022, 180, 0, 0, 0
1022, 10, 1, 0, 0
1122, 150, 0, 0, 0
1122, 10, 1, 0, 0
1222, 170, 0, 0, 0
1222, 10, 1, 0, 0
1322, 200, 0, 0, 0
1322, 80, 1, 0, 0
1422, 220, 0, 0, 0
1422, 80, 1, 0, 0
1522, 180, 0, 0, 0
1522, 60, 1, 0, 0
1621, 181, 0, 0, 0
1621, 70, 1, 0, 0
1721, 140, 0, 0, 0
1721, 70, 1, 0, 0
1821, 60, 0, 0, 0
1821, 40, 1, 0, 0
1921, 180, 0, 0, 0
1921, 20, 1, 0, 0
2021, 190, 0, 0, 0
2021, 80, 1, 0, 0
2122, 170, 0, 0, 0
2122, 20, 1, 0, 0
2222, 140, 0, 0, 0
2222, 50, 1, 0, 0
2322, 160, 0, 0, 0
2322, 50, 1, 0, 0
2422, 180, 0, 0, 0
2422, 50, 1, 0, 0
2522, 190, 0, 0, 0
2622, 170, 0, 0, 0
2622, 20, 1, 0, 0
2722, 160, 0, 0, 0
2722, 50, 1, 0, 0
2822, 140, 0, 0, 0
2822, 70, 1, 0, 0
2922, 140, 0, 0, 0
2922, 50, 1, 0, 0
3022, 170, 0, 0, 0
3022, 90, 1, 0, 0
3121, 191, 0, 0, 0
3121, 40, 1, 0, 0
3221, 180, 0, 0, 0
3221, 30, 1, 0, 0
3321, 160, 0, 0, 0
3321, 80, 1, 0, 0
3421, 150, 0, 0, 0
3421, 20, 1, 0, 0
3521, 130, 0, 0, 0
3521, 40, 1, 0, 0
3622, 160, 0, 0, 0
3622, 50, 1, 0, 0
3722, 140, 0, 0, 0
3722, 70, 1, 0, 0
3822, 200, 0, 0, 0
3822, 30, 1, 0, 0
3922, 170, 0, 0, 0
3922, 90, 1, 0, 0
4022, 190, 0, 0, 0
4022, 80, 1, 0, 0
4122, 180, 0, 0, 0
4122, 30, 1, 0, 0
4222, 160, 0, 0, 0
4222, 30, 1, 0, 0
4322, 140, 0, 0, 0
4322, 40, 1, 0, 0
4422, 190, 0, 0, 0
4422, 20, 1, 0, 0
4522, 190, 0, 0, 0
4522, 50, 1, 0, 0
4621, 181, 0, 0, 0
4621, 60, 1, 0, 0
4721, 160, 0, 0, 0
4721, 20, 1, 0, 0
4821, 150, 0, 0, 0
4821, 40, 1, 0, 0
4921, 160, 0, 0, 0
4921, 10, 1, 0, 0
5022, 190, 0, 0, 0
5022, 90, 1, 0, 0
5122, 180, 0, 0, 0
5122, 30, 1, 0, 0
5222, 100, 0, 0, 0
5222, 30, 1, 0, 0
5322, 210, 0, 0, 0
5322, 60, 1, 0, 0
