101, 32758037, 1, 0, 0
122, 18950506, 0, 0, 0
390, 108441250, 1, 0, 0
480, 35182889, 0, 0, 0
595, 115227349, 0, 0, 0
829, 233855836, 0, 0, 0
1592, 763409800, 1, 0, 0
1807, 215094741, 0, 0, 0
2167, 179915470, 0, 0, 0
2559, 195858599, 0, 0, 0
2942, 383075772, 1, 0, 0
3052, 109529940, 0, 0, 0
3373, 321760812, 0, 0, 0
3611, 237293908, 0, 0, 0
3853, 121060013, 0, 0, 0
4216, 363368081, 0, 0, 0
4900, 683227646, 1, 0, 0
5032, 132665491, 0, 0, 0
5314, 282021168, 0, 0, 0
5482, 167510546, 0, 0, 0
5553, 35759495, 0, 0, 0
5757, 203689601, 0, 0, 0
6451, 694134447, 1, 0, 0
6629, 178179896, 0, 0, 0
6979, 349454418, 0, 0, 0
7171, 192138315, 0, 0, 0
7202, 30534293, 0, 0, 0
8066, 864818951, 1, 0, 0
8086, 19589469, 0, 0, 0
9080, 993968902, 1, 0, 0
9338, 257743278, 0, 0, 0
9595, 257258388, 0, 0, 0
10094, 498879700, 1, 0, 0
10104, 10178513, 0, 0, 0
10472, 184088950, 0, 0, 0
10621, 148527978, 0, 0, 0
10747, 62946651, 0, 0, 0
11373, 626389334, 1, 0, 0
11406, 10324378, 0, 0, 0
12216, 416192881, 1, 0, 0
12500, 284325304, 0, 0, 0
13141, 640556581, 1, 0, 0
13155, 13945578, 0, 0, 0
13365, 210074577, 0, 0, 0
13799, 434362287, 0, 0, 0
14396, 596522746, 1, 0, 0
14403, 7554647, 0, 0, 0
14512, 108406754, 0, 0, 0
14789, 277731912, 0, 0, 0
14832, 42074538, 0, 0, 0
14919, 87855665, 1, 0, 0
14934, 14613406, 0, 0, 0
15570, 635635506, 0, 0, 0
15979, 409365844, 0, 0, 0
16264, 285001216, 0, 0, 0
16377, 90921203, 1, 0, 0
16417, 20673631, 0, 0, 0
16640, 223190890, 0, 0, 0
16702, 30731161, 0, 0, 0
16773, 71345954, 1, 0, 0
17078, 152489317, 0, 0, 0
17313, 234819270, 0, 0, 0
17530, 217354818, 0, 0, 0
17723, 192924743, 0, 0, 0
18546, 823049636, 1, 0, 0
18546, 97833, 0, 0, 0
18600, 11229199, 0, 0, 0
18751, 150995453, 0, 0, 0
18830, 54916270, 1, 0, 0
18868, 38350121, 0, 0, 0
18939, 70528879, 1, 0, 0
19110, 171467876, 0, 0, 0
19825, 715185755, 1, 0, 0
19856, 30159822, 0, 0, 0
19947, 91603228, 0, 0, 0
20869, 921327007, 1, 0, 0
21116, 247005315, 0, 0, 0
21620, 503990505, 0, 0, 0
22045, 425366666, 0, 0, 0
22199, 153829672, 0, 0, 0
22511, 312415655, 0, 0, 0
23021, 510075935, 0, 0, 0
23460, 438464889, 0, 0, 0
23572, 111917357, 1, 0, 0
23585, 13709064, 0, 0, 0
24257, 671740163, 0, 0, 0
24466, 104337176, 0, 0, 0
25225, 759199449, 0, 0, 0
26032, 807407293, 0, 0, 0
26470, 437213281, 0, 0, 0
26780, 309923261, 1, 0, 0
26864, 83951966, 0, 0, 0
27072, 208784026, 0, 0, 0
27598, 525938575, 1, 0, 0
27635, 36868442, 1, 0, 0
27657, 38916, 0, 0, 0
27712, 25565620, 1, 0, 0
27750, 6158182, 0, 0, 0
28355, 604900510, 0, 0, 0
28730, 375253082, 0, 0, 0
28844, 114436575, 0, 0, 0
29051, 206234006, 0, 0, 0
29091, 32870912, 1, 0, 0
29117, 25896662, 0, 0, 0
29582, 464814471, 1, 0, 0
29592, 10359116, 0, 0, 0
29620, 28132660, 0, 0, 0
30027, 406704956, 1, 0, 0
30198, 170441871, 0, 0, 0
30750, 552277419, 1, 0, 0
30919, 168752355, 0, 0, 0
31417, 498351496, 0, 0, 0
32089, 335973672, 0, 0, 0
32890, 800943596, 0, 0, 0
33027, 137186090, 0, 0, 0
33281, 253931108, 0, 0, 0
33334, 26685916, 0, 0, 0
33764, 429439073, 0, 0, 0
34085, 320734103, 0, 0, 0
34480, 395456782, 0, 0, 0
34533, 26684843, 0, 0, 0
34665, 65522798, 0, 0, 0
35322, 657690964, 1, 0, 0
35353, 30627838, 0, 0, 0
35883, 265251502, 0, 0, 0
35900, 8324667, 0, 0, 0
36149, 82932513, 0, 0, 0
36792, 642716138, 1, 0, 0
36842, 25335189, 0, 0, 0
37134, 291751067, 0, 0, 0
37255, 40383808, 0, 0, 0
37313, 57383899, 1, 0, 0
37337, 24826903, 0, 0, 0
37787, 449649246, 0, 0, 0
37802, 14575329, 0, 0, 0
37931, 64896445, 0, 0, 0
38111, 89950422, 0, 0, 0
38347, 236048938, 0, 0, 0
38615, 267980430, 0, 0, 0
38857, 120575325, 0, 0, 0
39406, 183258490, 0, 0, 0
39693, 47676311, 0, 0, 0
39884, 191193165, 0, 0, 0
40203, 159526356, 0, 0, 0
40491, 144294079, 0, 0, 0
40813, 321778119, 0, 0, 0
41208, 394623829, 0, 0, 0
41552, 343846050, 0, 0, 0
41827, 275103628, 1, 0, 0
42024, 98476773, 0, 0, 0
42314, 290088428, 0, 0, 0
42422, 107757273, 0, 0, 0
42795, 373684481, 0, 0, 0
43534, 738830184, 0, 0, 0
43844, 310253168, 0, 0, 0
44224, 379349048, 0, 0, 0
44786, 561799850, 0, 0, 0
44857, 71868855, 1, 0, 0
44925, 67023902, 0, 0, 0
45357, 431992440, 0, 0, 0
45589, 116456306, 0, 0, 0
45731, 141887987, 0, 0, 0
46068, 336334807, 0, 0, 0
46224, 156464331, 0, 0, 0
46485, 260736535, 0, 0, 0
46640, 77499620, 0, 0, 0
47314, 673978396, 1, 0, 0
47390, 75629265, 0, 0, 0
47573, 183380405, 0, 0, 0
47820, 247342138, 0, 0, 0
48416, 595181379, 1, 0, 0
48501, 85143136, 1, 0, 0
48665, 164500550, 0, 0, 0
48931, 266095699, 0, 0, 0
49089, 157978426, 0, 0, 0
49120, 15415074, 0, 0, 0
49960, 839533409, 1, 0, 0
50023, 33769641, 0, 0, 0
50223, 200018577, 0, 0, 0
